UASG,Modalidade da Licitação,Número do Aviso da Licitação,Identificador da Licitação,Número Item Licitação,Tipo do Pregão,Situação do Aviso,Objeto,Código do Item no Catálogo,Informações Gerais,Número do Processo,Tipo de Recurso,Número de Itens na Licitação,Nome do Responsável,Função do Responsável,Data de Entrega do Edital,Endereço de Entrega do Edital,Data de Abertura da Proposta,Data de Entrega da Proposta,Data de Publicação,Itens da licitação > uri
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,53,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",251109,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,46,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",257334,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,48,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",257338,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,55,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",259724,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,58,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",259724,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,56,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",270329,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,6,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",272704,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,49,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",275687,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,22,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",275697,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,29,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",275784,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,17,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",275853,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,19,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",275853,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,25,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",275853,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,38,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",275902,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,44,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",275902,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,59,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",277914,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,39,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",277940,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,40,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",277940,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,41,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",277940,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,23,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",277989,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,5,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",279891,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,30,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",284638,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,31,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",284638,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,32,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",284638,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,14,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",284780,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,15,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",284780,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,24,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",287718,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,26,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",287724,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,27,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",287724,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,28,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",287724,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,36,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",293675,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,37,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",293678,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,7,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",301083,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,10,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",301093,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,20,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",301164,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,60,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",306552,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,57,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",306553,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,54,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",322139,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,45,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",324018,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,50,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",332612,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,42,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",338472,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,51,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",378118,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2013,12004105000012013,61,Eletrônico,Publicado,"Pregão Eletrônico Pregão eletrônico, do tipo menor preço por item, para registro de preços visando futuras aquisições de dietas ho spitalares para o Hospital de Aeronáutica dos A fonsos.",378126,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433003194201283,Nacional,61,MARCOS VIEIRA MAIA                                                                            ,Ordenador de Despesas                                                                         ,14/01/2013 08:00,Av.marechal Fontenelle 1628 - Campo Dos Afonsos/RJ,28/01/2013 09:00,14/01/2013 08:00,14/01/2013,
